,Bias,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,Converged,Convergence Epoch
Parameters,-20.0,-0.04291763398212883,4.0,2.0298263583719187,1.0051438223118954,-2.0,-2.3657066758743994,4.0,2.3782277214271934,3.0,5.0,7.0,1.0,7.0,12.0,2.0,-2.0,6.0,False,1000
